Entity,Code,Date,share_doses_used
Minnesota,,2021-02-14,0.769
Minnesota,,2021-02-16,0.78
Minnesota,,2021-02-17,0.794
Minnesota,,2021-02-18,0.798
Minnesota,,2021-02-19,0.829
Minnesota,,2021-02-20,0.855
Minnesota,,2021-02-21,0.885
Minnesota,,2021-02-22,0.886
Minnesota,,2021-02-23,0.87
Minnesota,,2021-02-24,0.782
Minnesota,,2021-02-25,0.787
Minnesota,,2021-02-26,0.793
Minnesota,,2021-02-27,0.827
Minnesota,,2021-02-28,0.871
Minnesota,,2021-03-01,0.894
Minnesota,,2021-03-02,0.873
Minnesota,,2021-03-03,0.813
Minnesota,,2021-03-04,0.813
Minnesota,,2021-03-05,0.8
Minnesota,,2021-03-06,0.833
Mississippi,,2021-01-12,0.257
Mississippi,,2021-01-13,0.28
Mississippi,,2021-01-14,0.327
Mississippi,,2021-01-15,0.361
Mississippi,,2021-01-19,0.486
Mississippi,,2021-01-20,0.398
Mississippi,,2021-01-21,0.408
Mississippi,,2021-01-22,0.435
Mississippi,,2021-01-23,0.42
Mississippi,,2021-01-24,0.496
Mississippi,,2021-01-25,0.505
Mississippi,,2021-01-26,0.489
Mississippi,,2021-01-27,0.48
Mississippi,,2021-01-28,0.481
Mississippi,,2021-01-29,0.501
Mississippi,,2021-01-30,0.523
Mississippi,,2021-01-31,0.556
Mississippi,,2021-02-01,0.562
Mississippi,,2021-02-02,0.548
Mississippi,,2021-02-03,0.517
Mississippi,,2021-02-04,0.507
Mississippi,,2021-02-05,0.556
Mississippi,,2021-02-06,0.583
Mississippi,,2021-02-07,0.623
Mississippi,,2021-02-08,0.635
Mississippi,,2021-02-09,0.613
Mississippi,,2021-02-10,0.606
Mississippi,,2021-02-11,0.607
Mississippi,,2021-02-12,0.634
Mississippi,,2021-02-13,0.664
Mississippi,,2021-02-14,0.696
Mississippi,,2021-02-16,0.714
Mississippi,,2021-02-17,0.714
Mississippi,,2021-02-18,0.712
Mississippi,,2021-02-19,0.732
Mississippi,,2021-02-20,0.74
Mississippi,,2021-02-21,0.755
Mississippi,,2021-02-22,0.767
Mississippi,,2021-02-23,0.702
Mississippi,,2021-02-24,0.685
Mississippi,,2021-02-25,0.657
Mississippi,,2021-02-26,0.673
Mississippi,,2021-02-27,0.682
Mississippi,,2021-02-28,0.712
Mississippi,,2021-03-01,0.732
Mississippi,,2021-03-02,0.719
Mississippi,,2021-03-03,0.706
Mississippi,,2021-03-04,0.682
Mississippi,,2021-03-05,0.671
Mississippi,,2021-03-06,0.69
Missouri,,2021-01-12,0.333
Missouri,,2021-01-13,0.307
Missouri,,2021-01-14,0.332
Missouri,,2021-01-15,0.36
Missouri,,2021-01-19,0.447
Missouri,,2021-01-20,0.427
Missouri,,2021-01-21,0.427
Missouri,,2021-01-22,0.434
Missouri,,2021-01-23,0.441
Missouri,,2021-01-24,0.48
Missouri,,2021-01-25,0.508
Missouri,,2021-01-26,0.511
Missouri,,2021-01-27,0.477
Missouri,,2021-01-28,0.465
Missouri,,2021-01-29,0.489
Missouri,,2021-01-30,0.489
Missouri,,2021-01-31,0.532
Missouri,,2021-02-01,0.553
Missouri,,2021-02-02,0.566
Missouri,,2021-02-03,0.533
Missouri,,2021-02-04,0.534
Missouri,,2021-02-05,0.56
Missouri,,2021-02-06,0.607
Missouri,,2021-02-07,0.65
Missouri,,2021-02-08,0.669
Missouri,,2021-02-09,0.672
Missouri,,2021-02-10,0.656
Missouri,,2021-02-11,0.656
Missouri,,2021-02-12,0.643
Missouri,,2021-02-13,0.714
Missouri,,2021-02-14,0.75
Missouri,,2021-02-16,0.772
Missouri,,2021-02-17,0.783
Missouri,,2021-02-18,0.8
Missouri,,2021-02-19,0.829
Missouri,,2021-02-20,0.818
Missouri,,2021-02-21,0.85
Missouri,,2021-02-22,0.865
Missouri,,2021-02-23,0.845
Missouri,,2021-02-24,0.749
Missouri,,2021-02-25,0.765
Missouri,,2021-02-26,0.727
Missouri,,2021-02-27,0.754
Missouri,,2021-02-28,0.755
Missouri,,2021-03-01,0.811
Missouri,,2021-03-02,0.81
Missouri,,2021-03-03,0.766
Missouri,,2021-03-04,0.767
Missouri,,2021-03-05,0.741
Missouri,,2021-03-06,0.764
Montana,,2021-01-12,0.537
Montana,,2021-01-13,0.492
Montana,,2021-01-14,0.473
Montana,,2021-01-15,0.501
Montana,,2021-01-19,0.567
Montana,,2021-01-20,0.513
Montana,,2021-01-21,0.539
Montana,,2021-01-22,0.555
Montana,,2021-01-23,0.607
Montana,,2021-01-24,0.641
Montana,,2021-01-25,0.647
Montana,,2021-01-26,0.651
Montana,,2021-01-27,0.61
Montana,,2021-01-28,0.621
Montana,,2021-01-29,0.654
Montana,,2021-01-30,0.701
Montana,,2021-01-31,0.738
Montana,,2021-02-01,0.749
Montana,,2021-02-02,0.758
Montana,,2021-02-03,0.702
Montana,,2021-02-04,0.71
Montana,,2021-02-05,0.749
Montana,,2021-02-06,0.8
Montana,,2021-02-07,0.842
Montana,,2021-02-08,0.851
Montana,,2021-02-09,0.851
Montana,,2021-02-10,0.751
Montana,,2021-02-11,0.777
Montana,,2021-02-12,0.812
Montana,,2021-02-13,0.838
Montana,,2021-02-14,0.885
Montana,,2021-02-16,0.877
Montana,,2021-02-17,0.891
Montana,,2021-02-18,0.913
Montana,,2021-02-19,0.882
Montana,,2021-02-20,0.883
Montana,,2021-02-21,0.915
Montana,,2021-02-22,0.929
Montana,,2021-02-23,0.933
Montana,,2021-02-24,0.819
Montana,,2021-02-25,0.823
Montana,,2021-02-26,0.817
Montana,,2021-02-27,0.793
Montana,,2021-02-28,0.824
Montana,,2021-03-01,0.833
Montana,,2021-03-02,0.836
Montana,,2021-03-03,0.787
Montana,,2021-03-04,0.777
Montana,,2021-03-05,0.773
Montana,,2021-03-06,0.788
Nebraska,,2021-01-12,0.42
Nebraska,,2021-01-13,0.399
Nebraska,,2021-01-14,0.425
Nebraska,,2021-01-15,0.431
Nebraska,,2021-01-19,0.49
Nebraska,,2021-01-20,0.448
Nebraska,,2021-01-21,0.47
Nebraska,,2021-01-22,0.497
Nebraska,,2021-01-23,0.521
Nebraska,,2021-01-24,0.558
Nebraska,,2021-01-25,0.563
Nebraska,,2021-01-26,0.568
Nebraska,,2021-01-27,0.491
Nebraska,,2021-01-28,0.522
Nebraska,,2021-01-29,0.549
Nebraska,,2021-01-30,0.58
Nebraska,,2021-01-31,0.616
Nebraska,,2021-02-01,0.627
Nebraska,,2021-02-02,0.613
Nebraska,,2021-02-03,0.566
Nebraska,,2021-02-04,0.567
Nebraska,,2021-02-05,0.59
Nebraska,,2021-02-06,0.631
Nebraska,,2021-02-07,0.667
Nebraska,,2021-02-08,0.676
Nebraska,,2021-02-09,0.608
Nebraska,,2021-02-10,0.605
Nebraska,,2021-02-11,0.611
Nebraska,,2021-02-12,0.638
Nebraska,,2021-02-13,0.672
Nebraska,,2021-02-14,0.701
Nebraska,,2021-02-16,0.713
Nebraska,,2021-02-17,0.691
Nebraska,,2021-02-18,0.714
Nebraska,,2021-02-19,0.736
Nebraska,,2021-02-20,0.747
Nebraska,,2021-02-21,0.772
Nebraska,,2021-02-22,0.788
Nebraska,,2021-02-23,0.763
Nebraska,,2021-02-24,0.752
Nebraska,,2021-02-25,0.754
Nebraska,,2021-02-26,0.759
Nebraska,,2021-02-27,0.736
Nebraska,,2021-02-28,0.787
Nebraska,,2021-03-01,0.79
Nebraska,,2021-03-02,0.802
Nebraska,,2021-03-03,0.759
Nebraska,,2021-03-04,0.771
Nebraska,,2021-03-05,0.755
Nebraska,,2021-03-06,0.752
Nevada,,2021-01-12,0.298
Nevada,,2021-01-13,0.298
Nevada,,2021-01-14,0.366
Nevada,,2021-01-15,0.395
Nevada,,2021-01-19,0.486
Nevada,,2021-01-20,0.387
Nevada,,2021-01-21,0.417
Nevada,,2021-01-22,0.45
Nevada,,2021-01-23,0.478
Nevada,,2021-01-24,0.53
Nevada,,2021-01-25,0.557
Nevada,,2021-01-26,0.486
Nevada,,2021-01-27,0.515
Nevada,,2021-01-28,0.574
Nevada,,2021-01-29,0.618
Nevada,,2021-01-30,0.608
Nevada,,2021-01-31,0.654
Nevada,,2021-02-01,0.674
